hotel_id,room_id,name,amenities
B-94366,RB-89535,"Club, Double, Smoking Allowed",Shampoo|TV size measurement: inch|Slippers|Free toiletries|Air conditioning|TV size: 32|Iron/ironing board|Housekeeping on request|In-room safe|Room service (24 hours)|Desk|Flat-panel TV|No rollaway/extra beds|Cable TV service|Towels provided|Eco-friendly toiletries|Eco-friendly cleaning products provided|Bedsheets provided|Recycling|LED light bulbs|Soap|Connecting/adjoining rooms available|Smoking|Television|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Composting|Coffee/tea maker|Daily housekeeping|Free WiFi|Change of towels (on request)|Reusable coffee/tea filters|Shower only
B-67666,RB-71331,"Premier, 2 Single",Change of towels (on request)|Individually furnished|Phone|Towels provided|Bedsheets provided|Children's books|Fixed shower seat|Mobile key entry|TV size measurement: inch|Private bathroom|Toothbrush and toothpaste available|Bathrobes|Toilet paper|Free toiletries|Shower only|Shampoo|Slippers|Location - top floor|Air conditioning|Rollaway/extra beds (surcharge)|Free newspaper|Smooth flooring in room|Satellite TV service|Smart TV|In-room childcare (surcharge)|Blackout drapes/curtains|Access via exterior corridors|Desk|Eco-friendly toiletries|Recycling|LED light bulbs|Soap|Non-Smoking|Television|Desk chair|Turndown service|Pillow menu|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Individually decorated|Change of towels (on request)|Individually furnished|Phone|Towels provided|Bedsheets provided|Children's books|Fixed shower seat|Mobile key entry|TV size measurement: inch|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 49|Iron/ironing board|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Room and bed type depend on availability check-in|Free cribs/infant beds|Satellite TV service|Smart TV|In-room childcare (surcharge)|Blackout drapes/curtains|Access via exterior corridors|Desk|Energy-saving switches|Eco-friendly toiletries|Recycling|LED light bulbs|Soap|Toothbrush and toothpaste available|Toilet paper|Shower only|Shampoo|Slippers|Location - top floor|Air conditioning|Rollaway/extra beds (surcharge)|Free newspaper|Smooth flooring in room|Non-Smoking|Television|Desk chair|Turndown service|Pillow menu|Hair dryer|TV size: 49|Iron/ironing board|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Soundproofed rooms|Room and bed type depend on availability check-in|Change of bed sheets (on request)|Free cribs/infant beds|Laptop-friendly workspace|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Individually decorated
B-41530,RB-86837,"Dormitory, 6 Bed, Female Only",Attached washroom|Blanket|Fan|Attached washroom|Blanket|Fan
B-26200,RB-59350,"Standard, 1 Twin",
B-53779,RB-97103,"Comfort, Twin",
B-84614,RB-49967,"Standard, Single Use",
B-78513,RB-29848,Run of House,
B-99811,RB-74819,"Suite, City View, Balcony","Oven|Free bottled water|Smoking|Oven|Tile flooring in room|Digital TV service|Premium bedding|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Blackout drapes/curtains|Wardrobe or closet|Refrigerator|Free WiFi|Wardrobe or closet|Change of towels (on request)|Free WiFi|Individually furnished|Change of towels (on request)|Bidet|Individually furnished|Hypo-allergenic bedding available|Bidet|Kitchenette|Desk|Designer toiletries|Balcony|Smoking|Tile flooring in room|Digital TV service|Premium bedding|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Blackout drapes/curtains|Refrigerator|Hypo-allergenic bedding available|Kitchenette|Desk|Designer toiletries|Cleaning supplies|Balcony|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Cleaning supplies|Towels provided|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Hair dryer (on request)|Towels provided|Eco-friendly cleaning products provided|Hair dryer (on request)|Soap|Eco-friendly cleaning products provided|Doorbell/telephone notification|Shower only|Wireless internet access|Shampoo|Soap|Doorbell/telephone notification|Shower only|Wireless internet access|Lever door handles|Shampoo|Toothbrush and toothpaste available on request|Lever door handles|Rice cooker|Toothbrush and toothpaste available on request|TV size measurement: inch|Rice cooker|Private bathroom|TV size measurement: inch|Free toiletries|Private bathroom|TV size: 32|Iron/ironing board|Free tea bags/instant coffee|Housekeeping on request|Free toiletries|TV size: 32|Iron/ironing board|Free tea bags/instant coffee|Rainfall showerhead|Housekeeping on request|Cookware, dishware, and utensils|Rainfall showerhead|Microwave|Cookware, dishware, and utensils|Free bottled water|Microwave"
B-03591,RB-12659,Studio Apartment,Air conditioning|Attached washroom|Blanket|TV|WiFi access|Trash can
B-36589,RB-83635,"Savvy Executive Suite, 1 Bedroom, City View, Club Lounge Access",Lounge
B-28644,RB-67213,"Run Of House, Double or Queen",
B-65760,RB-85071,"Family, No Air Conditioner",
B-46983,RB-08716,Grand Premium,Accessible by elevator|Air conditioning|Attached washroom|Water bottle|Accessible by elevator|Air conditioning|Attached washroom|Water bottle
B-40215,RB-06576,Run of House,
B-17373,RB-58470,"Run Of House, City View",
B-01938,RB-69181,"Studio, Queen",Soundproofed rooms|Window screens|Microwave (on request)|Free weekday newspaper|Wardrobe or closet|Coffee/tea maker|Ceiling fan|Daily housekeeping|Free WiFi|Individually furnished|Free weekday newspaper|Phone|Wardrobe or closet|Free local calls|Coffee/tea maker|Separate living room|Ceiling fan|Restaurant dining guide|Daily housekeeping|Bedsheets provided|Free WiFi|Day bed|Individually furnished|Phone|Free local calls|Separate living room|Non-Smoking|Tile flooring in room|Premium bedding|Pillow menu|Satellite TV service|Iron/ironing board (on request)|Extra futon (surcharge)|Soundproofed rooms|Window screens|Microwave (on request)|Mini-fridge|Shower only|Private bathroom|Free toiletries|Restaurant dining guide|Hair dryer|Bedsheets provided|Air conditioning|Day bed|Rollaway/extra beds (surcharge)|Mini-fridge|In-room safe|Shower only|LCD TV|Private bathroom|Free bottled water|Free toiletries|Hair dryer|Air conditioning|Rollaway/extra beds (surcharge)|Meal delivery service available|Separate bedroom|Balcony or patio|Room service (limited hours)|In-room safe|LCD TV|Free bottled water|Meal delivery service available|Separate bedroom|Balcony or patio|Room service (limited hours)|Non-Smoking|Tile flooring in room|Premium bedding|Pillow menu|Satellite TV service|Iron/ironing board (on request)|Extra futon (surcharge)
B-55401,RB-70533,"Deluxe, Twin",Dental kit|Wardrobe/closet|Air conditioning|Dental kit|Attached washroom|Blanket|Water bottle|Desk|TV|WiFi access|Charging points|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|TV|WiFi access|Charging points|Clothes rack|Trash can|Clothes rack|Wardrobe/closet|Trash can
B-70235,RB-98061,Executive Double Room,
B-44514,RB-98478,Run of House,
B-49619,RB-77810,"Superior Studio, Queen",
B-49619,RB-28608,"Deluxe, Double or Twin, 1 Bedroom",
B-67219,RB-91703,"Standard, King, Garden View, Private Bathroom, No Air Conditioner",Free WiFi|Change of towels (on request)|No rollaway/extra beds|No cribs (infant beds)|Balcony|WiFi speed - 25+ Mbps|Restaurant dining guide|Towels provided|Hair dryer (on request)|Soap|Daily housekeeping|Toilet paper|Number of days between bed sheet changes: 2|Shower only|Free WiFi|Wireless internet access|Change of towels (on request)|Shampoo|Phone|Air conditioning|No rollaway/extra beds|Separate sitting area|No cribs (infant beds)|Balcony|WiFi speed - 25+ Mbps|Restaurant dining guide|Non-Smoking|Television|Champagne service|Tile flooring in room|Local maps|Chef|Satellite TV service|Guidebooks or recommendations|Window screens|In-room climate control (air conditioning)|Cable TV service|Free newspaper|Room service (limited hours)|Towels provided|Hair dryer (on request)|Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|Air conditioning|Separate sitting area|Cable TV service|Free newspaper|Room service (limited hours)|Non-Smoking|Television|Champagne service|Tile flooring in room|Local maps|Chef|Satellite TV service|Guidebooks or recommendations|Window screens|In-room climate control (air conditioning)|Daily housekeeping|Number of days between bed sheet changes: 2
B-48828,RB-00398,Family Studio,Restaurant dining guide|Towels provided|Premium TV channels|Bedsheets provided|Soap|LED TV|Wireless internet access|Shampoo|TV size measurement: inch|Private bathroom|Bidet|Free toiletries|Phone|Air conditioning|Desk|TV size: 16|Free local calls|Iron/ironing board|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Cable TV service|Restaurant dining guide|Towels provided|Premium TV channels|Bedsheets provided|Soap|Smoking|Local maps|Soundproofed rooms|Change of bed sheets (on request)|Electrical adapters/chargers|Bathtub or shower|Ceiling fan|Daily housekeeping|Free WiFi|Change of towels (on request)|LED TV|Wireless internet access|Shampoo|TV size measurement: inch|Private bathroom|Free toiletries|Air conditioning|TV size: 16|Iron/ironing board|Cable TV service|Smoking|Local maps|Soundproofed rooms|Change of bed sheets (on request)|Electrical adapters/chargers|Bathtub or shower|Ceiling fan|Daily housekeeping|Free WiFi|Change of towels (on request)|Phone|Desk|Free local calls|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)
B-44986,RB-01136,"Royal Club, Twin, Extra Bed",
B-78421,RB-95077,"Studio, King",Charging points|Flat-screen TV|Wine glasses|Wardrobe/closet|Trash can|Fruit|Slippers|Soundproof|Attached washroom|Ironing facilities|Charging points|Wine glasses|Tea/coffee maker|Trash can|Shower|Fruit|Private bathroom|Hairdryer|Minibar|Satellite channels|Fire extinguisher|Outdoor furniture|Smoke detector|First aid kit|Microwave|Smoking policy – non-smoking available|Sewing kit|Minibar|Toiletries|Fire extinguisher|Fan|Kitchenware|High floor|Kitchenette|Slippers|Soundproof|Tea/coffee maker|Shower|Private bathroom|Hairdryer|Satellite channels|Outdoor furniture|First aid kit|Smoking policy – non-smoking available|Smoke detector|Microwave|Sewing kit|Toiletries|Water bottle|Fan|Blackout curtains|Kitchenware|Kitchen|High floor|Accessible by elevator|Kitchenette|Safe|Water bottle|Air conditioning|Blackout curtains|TV|Adapter|Towels|Terrace|Kitchen|Accessible by elevator|Safe|Air conditioning|Free WiFi|TV|LAN Internet access|Adapter|Fridge|Towels|Desk|Terrace|Clothes rack|Free WiFi|Electric kettle|LAN Internet access|Clothes dryer|Mirror|Linens|Washing machine|Fridge|Desk|Clothes rack|Electric kettle|Flat-screen TV|Clothes dryer|Wardrobe/closet|Mirror|Attached washroom|Linens|Ironing facilities|Washing machine
B-25631,RB-42614,"Club Superior, Queen",Tea/Coffee maker|Wi-Fi|Air conditioning|Desk|Fan|Sofa|Wardrobe or closet|Flat-screen TV|Telephone|TV|Satellite channels|Electric kettle|Minibar
B-60861,RB-53907,Run Of House,Water bottle|Minibar|Housekeeping - daily|Desk|Wardrobe/closet|Ironing facilities|Safe|Trash can|Dental kit|Hairdryer|Private bathroom|Toiletries|Free WiFi|Satellite channels|Telephone|Air conditioning|Blackout curtains|Slippers|Soundproof|Fridge|Tea/coffee maker
B-80031,RB-23554,"Deluxe, Twin, View",
B-85980,RB-76588,Run of House,
B-47306,RB-24772,Run of House,
B-72007,RB-62190,King Room,Champagne service|Smoking and Non-Smoking|Digital TV service|Turndown service|Premium bedding|Iron/ironing board (on request)|Soundproofed rooms|In-room climate control (air conditioning)|Blackout drapes/curtains|Refrigerator|Refrigerator|Minibar|Minibar|Free wired internet|Free wired internet|Coffee/tea maker|Coffee/tea maker|Daily housekeeping|Daily housekeeping|Free WiFi|Free WiFi|Hypo-allergenic bedding available|Hypo-allergenic bedding available|Phone|In-room safe (laptop compatible)|Desk|Television|Champagne service|Smoking and Non-Smoking|Digital TV service|Turndown service|Premium bedding|Iron/ironing board (on request)|Soundproofed rooms|In-room climate control (air conditioning)|Blackout drapes/curtains|In-room safe (laptop compatible)|Desk|Towels provided|Premium TV channels|Towels provided|Bedsheets provided|Premium TV channels|Shower only|Bedsheets provided|TV size measurement: inch|Shower only|Slippers|TV size measurement: inch|Private bathroom|Slippers|Bathrobes|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Free toiletries|Hair dryer|TV size: 32|Rollaway/extra beds (surcharge)|TV size: 32|Rainfall showerhead|Rollaway/extra beds (surcharge)|Room service (24 hours)|Rainfall showerhead|Flat-panel TV|Room service (24 hours)|Free bottled water|Flat-panel TV|Free newspaper|Free bottled water|Free cribs/infant beds|Free newspaper|Free cribs/infant beds|AirConditioning|Internet|Minibar|RoomService|Television|Television
B-92447,RB-80904,Grand Pearl,Attached washroom|Blanket|Fan|Attached washroom|Blanket|Fan
B-52182,RB-62999,"Deluxe, 1 Bed, City View, Single Use",
B-81188,RB-74884,Superior,Turndown service|Iron/ironing board (on request)|Lowered locks/deadbolt|Wireless internet access|TV size measurement: inch|Private bathroom|Free toiletries|TV size: 32|Rainfall showerhead|Pillowtop mattress|In-room safe|Soundproofed rooms|LCD TV|Laptop-friendly workspace|Free bottled water|Refrigerator|Wardrobe or closet|Free wired internet|Coffee/tea maker|Number of days between towel changes: 2|Soap|Ceiling fan|Toothbrush and toothpaste available|Daily housekeeping|Doorbell/telephone notification|Toilet paper|Shower only|Shampoo|Visual doorbell/knocker notification|Down comforter|Wheelchair accessible|Air conditioning|Doorway wheelchair width (inches) - 36|Wheelchair-width doorways|Doorway wheelchair width (centimeters) - 91|Hand-held showerhead|Electric kettle|Satellite TV service|Blackout drapes/curtains|Desk|WiFi speed - 25+ Mbps|Premium TV channels|Cable/satellite TV service|Rollaway/extra beds (surcharge)|Pay movies|Free newspaper|Room service (limited hours)|Non-Smoking|Television|Height-adjustable showerhead|Turndown service|Iron/ironing board (on request)|Pillowtop mattress|Soundproofed rooms|Laptop-friendly workspace|Refrigerator|Wardrobe or closet|Free wired internet|Coffee/tea maker|Number of days between towel changes: 2|Ceiling fan|Daily housekeeping|Number of days between bed sheet changes: 2|Free WiFi|Individually furnished|Phone|High-speed internet access|Free local calls|Towels provided|Hair dryer (on request)|Bedsheets provided|Day bed|Lowered locks/deadbolt|Wireless internet access|TV size measurement: inch|Private bathroom|Free toiletries|TV size: 32|Rainfall showerhead|In-room safe|LCD TV|Free bottled water|Doorway wheelchair width (inches) - 36|Wheelchair-width doorways|Doorway wheelchair width (centimeters) - 91|Hand-held showerhead|Electric kettle|Satellite TV service|Blackout drapes/curtains|Desk|WiFi speed - 25+ Mbps|Premium TV channels|Soap|Toothbrush and toothpaste available|Doorbell/telephone notification|Toilet paper|Shower only|Shampoo|Visual doorbell/knocker notification|Down comforter|Wheelchair accessible|Air conditioning|Number of days between bed sheet changes: 2|Free WiFi|Individually furnished|Phone|High-speed internet access|Free local calls|Towels provided|Cable/satellite TV service|Hair dryer (on request)|Rollaway/extra beds (surcharge)|Bedsheets provided|Pay movies|Day bed|Free newspaper|Room service (limited hours)|Non-Smoking|Television|Height-adjustable showerhead
B-15268,RB-07901,Premium Double Room,No cribs (infant beds)|Cable TV service|Room service (limited hours)|Free bottled water|Restaurant dining guide|No cribs (infant beds)|Towels provided|Room service (limited hours)|Bedsheets provided|Non-Smoking|Shower only|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|Electrical adapters/chargers|Laptop-friendly workspace|Blackout drapes/curtains|Window screens|Private bathroom|Electrical adapters/chargers|Daily housekeeping|Blackout drapes/curtains|Air conditioning|Private bathroom|Free WiFi|Daily housekeeping|Rollaway/extra beds (surcharge)|Air conditioning|In-room safe|Free WiFi|Desk|Flat-panel TV|Restaurant dining guide|Towels provided|Bedsheets provided|Non-Smoking|Shower only|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|Laptop-friendly workspace|Window screens|Rollaway/extra beds (surcharge)|In-room safe|Cable TV service|Desk|Free bottled water|Flat-panel TV
B-00456,RB-60899,"Deluxe, 1 Bed, City View, Single Use",
B-81429,RB-17749,Double Room,
B-09789,RB-41493,"Premier Apartment, 2 Bedroom",Clothes rack|Air conditioning|Shower|TV|Toiletries|WiFi access|Dustbin|Fridge|Kitchen|Kitchenware|WiFi access|Microwave|Dustbin|Stovetop|Fridge|Kitchen|Kitchenware|Microwave|Stovetop|Attached washroom|Blanket|Water bottle|Attached washroom|Blanket|Water bottle|Fan|Charging points|Clothes rack|Air conditioning|Shower|TV|Toiletries|Fan|Charging points
